_id,couponUsed,customer.age,customer.email,customer.gender,customer.satisfaction,items,purchaseMethod,saleDate,storeLocation
5bd761dcae323e45a93cd032,false,46,egusomir@im.za,F,3,"[{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1214.46""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""10.91""},""quantity"":2},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""5.06""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""37.51""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""62.03""},""quantity"":3},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""15.34""},""quantity"":10},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""27.28""},""quantity"":2},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""20.05""},""quantity"":7}]",Online,2017-07-05T16:51:22.710Z,Seattle
5bd761dcae323e45a93cd033,false,30,kangas@odwub.vi,F,3,"[{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1150.97""},""quantity"":5},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""24.58""},""quantity"":2},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""169.68""},""quantity"":1},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""18.31""},""quantity"":8},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""28.24""},""quantity"":6},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""42.37""},""quantity"":4},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""46.55""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""25.23""},""quantity"":5},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""13.19""},""quantity"":5}]",In store,2016-11-08T01:26:43.191Z,San Diego
5bd761dcae323e45a93cd034,false,44,acmumtuc@dehse.mx,F,4,"[{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""20.83""},""quantity"":3},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1204.33""},""quantity"":5},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""25.27""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""19.99""},""quantity"":6},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""21.78""},""quantity"":8},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""13.23""},""quantity"":7}]",In store,2016-12-27T07:14:16.123Z,Seattle
5bd761dcae323e45a93cd035,false,23,pevu@razit.uy,M,5,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""72.04""},""quantity"":1},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""23.18""},""quantity"":9},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""114.52""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""5.53""},""quantity"":2},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""31.8""},""quantity"":3},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""19.24""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""7.87""},""quantity"":7}]",In store,2017-12-29T22:39:41.487Z,Seattle
5bd761dcae323e45a93cd036,false,60,waf@sin.ax,F,5,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""8.61""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""13.54""},""quantity"":7},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""16.94""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""21.84""},""quantity"":4},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""45.68""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.14""},""quantity"":4}]",Phone,2015-04-21T11:35:55.339Z,Seattle
5bd761dcae323e45a93cd037,false,29,jokakre@pocuuwe.kw,F,4,"[{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""105.7""},""quantity"":5},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1350.8""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""40.79""},""quantity"":2},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""23.44""},""quantity"":8},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""6.92""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""27.6""},""quantity"":3},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""19.28""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""22.31""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""5.39""},""quantity"":10},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""14.79""},""quantity"":3}]",In store,2017-03-18T14:43:24.028Z,London
5bd761dcae323e45a93cd038,false,30,remcihce@iwjamwit.kp,M,1,"[{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""29.96""},""quantity"":3},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""18.39""},""quantity"":6}]",In store,2013-03-20T10:14:53.681Z,New York
5bd761dcae323e45a93cd039,false,57,weptohen@on.ch,F,5,"[{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""14.48""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""33.76""},""quantity"":5},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""784.97""},""quantity"":1},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""41.19""},""quantity"":2},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""23.13""},""quantity"":3}]",Phone,2013-04-08T23:03:45.030Z,Seattle
5bd761dcae323e45a93cd03a,false,59,riul@issuiw.bq,F,5,"[{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""119.99""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""29.75""},""quantity"":2}]",In store,2017-02-24T19:17:51.731Z,Denver
5bd761dcae323e45a93cd03b,true,53,osi@wenowu.vu,M,4,"[{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""15.02""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""24""},""quantity"":4},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""10.74""},""quantity"":5},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""28.57""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""39.66""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""5.59""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""7.32""},""quantity"":9},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""173.97""},""quantity"":2},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""23.89""},""quantity"":3}]",In store,2013-01-17T17:44:45.354Z,London
5bd761dcae323e45a93cd03c,false,63,wi@anupil.tr,F,5,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""13.32""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""15.41""},""quantity"":4},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""26.73""},""quantity"":8},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""27.75""},""quantity"":6},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""36.84""},""quantity"":10}]",In store,2016-07-20T12:23:54.789Z,Denver
5bd761dcae323e45a93cd03d,false,44,ozukwak@dotetlit.bb,F,4,"[{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""22.82""},""quantity"":7},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""10.91""},""quantity"":1},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""112.49""},""quantity"":2},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""9.45""},""quantity"":8},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""12.73""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""19.09""},""quantity"":2},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""16.79""},""quantity"":8},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1074.61""},""quantity"":2},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""49.1""},""quantity"":5},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""16.03""},""quantity"":10}]",In store,2015-05-25T06:42:30.172Z,Denver
5bd761dcae323e45a93cd03e,false,48,ti@tegwudew.gd,F,4,"[{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""29.19""},""quantity"":10},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""19.05""},""quantity"":9},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""66.44""},""quantity"":2},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""180.54""},""quantity"":2},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1115.85""},""quantity"":4},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""21.37""},""quantity"":8},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.11""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""22.25""},""quantity"":5},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""44.73""},""quantity"":4}]",In store,2015-05-07T04:48:15.135Z,Seattle
5bd761dcae323e45a93cd03f,false,59,kave@we.com,F,5,"[{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""34.38""},""quantity"":5},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""5""},""quantity"":6},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""26.28""},""quantity"":4}]",In store,2017-08-02T23:52:19.398Z,New York
5bd761dcae323e45a93cd040,false,68,vozeztib@objibus.wf,M,4,"[{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""35.29""},""quantity"":6},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""39.91""},""quantity"":2},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""194.26""},""quantity"":3}]",In store,2017-06-09T10:45:25.962Z,Seattle
5bd761dcae323e45a93cd041,false,53,liwleno@puhcid.ci,F,4,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""20.28""},""quantity"":5},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""42.91""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""39.52""},""quantity"":3},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""16.64""},""quantity"":8},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""34.5""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""6.62""},""quantity"":3}]",Phone,2015-03-22T04:00:36.462Z,Austin
5bd761dcae323e45a93cd042,false,68,kome@fizsi.mt,F,5,"[{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""545.7""},""quantity"":4},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""79.24""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""25.36""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""6.1""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""17.22""},""quantity"":8},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""19.59""},""quantity"":9},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""11.86""},""quantity"":5}]",In store,2015-02-19T01:13:23.364Z,Seattle
5bd761dcae323e45a93cd043,true,36,gopohu@gat.vg,F,5,"[{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1519.33""},""quantity"":2},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""130.17""},""quantity"":2},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""35.71""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""31.88""},""quantity"":1},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""20""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""8.86""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""27.39""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""76.38""},""quantity"":3}]",Online,2016-01-29T14:52:56.951Z,San Diego
5bd761dcae323e45a93cd044,false,55,jaddo@epda.in,F,3,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""53.26""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""10.37""},""quantity"":5},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""15.11""},""quantity"":10},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""20.34""},""quantity"":7},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""11.06""},""quantity"":4},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""166.58""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.17""},""quantity"":3},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""39.58""},""quantity"":1},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""828.82""},""quantity"":1}]",In store,2013-05-30T15:09:54.276Z,Austin
5bd761dcae323e45a93cd045,false,44,div@me.it,F,4,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""32.4""},""quantity"":5},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""30.61""},""quantity"":2}]",Online,2017-07-10T23:56:01.001Z,Seattle
5bd761dcae323e45a93cd046,false,31,jedgi@lez.bn,M,2,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""51.6""},""quantity"":4},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""18.61""},""quantity"":2}]",In store,2017-10-19T06:34:38.034Z,Denver
5bd761dcae323e45a93cd047,false,66,baku@epovet.la,M,2,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""11.13""},""quantity"":9},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""71""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""33.6""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""11.27""},""quantity"":1},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""11.4""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.93""},""quantity"":5},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""23.61""},""quantity"":1},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""97.83""},""quantity"":4}]",In store,2013-02-16T11:24:26.680Z,Denver
5bd761dcae323e45a93cd048,false,19,zaul@ketpuru.mk,F,5,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""21.16""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""22.03""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""18.95""},""quantity"":4},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""16.73""},""quantity"":5},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""989.41""},""quantity"":4},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""87.41""},""quantity"":5},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""64.83""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""21.42""},""quantity"":2},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""21.32""},""quantity"":6},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""18.37""},""quantity"":4}]",Phone,2013-01-07T08:47:08.843Z,Austin
5bd761dcae323e45a93cd049,false,49,aroru@ti.yt,M,2,"[{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""14.68""},""quantity"":5},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""176.47""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""24.88""},""quantity"":3},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""13.41""},""quantity"":9},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""33.55""},""quantity"":1},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""20.21""},""quantity"":4},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""70.71""},""quantity"":1}]",In store,2013-10-17T13:18:46.279Z,San Diego
5bd761dcae323e45a93cd04a,false,57,ajre@dogwa.do,M,4,"[{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""77.3""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""7.5""},""quantity"":2},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""30.25""},""quantity"":1},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""14.36""},""quantity"":5},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""10.21""},""quantity"":4},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""47.64""},""quantity"":8},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""105.02""},""quantity"":1},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""15.03""},""quantity"":7},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1360.17""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""24.65""},""quantity"":4}]",In store,2016-11-10T05:40:15.043Z,London
5bd761dcae323e45a93cd04b,false,37,ebu@jad.dk,F,3,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""7.91""},""quantity"":3},{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""48.17""},""quantity"":8},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""18.42""},""quantity"":4},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""15.43""},""quantity"":3},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""6.71""},""quantity"":2}]",Online,2014-07-16T04:13:47.488Z,Austin
5bd761dcae323e45a93cd04c,false,35,icelu@ogefujjof.cm,M,2,"[{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""13.32""},""quantity"":3},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""40.22""},""quantity"":1}]",Online,2013-06-17T23:25:50.447Z,Denver
5bd761dcae323e45a93cd04d,false,21,jas@kumethi.tg,F,4,"[{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""37.84""},""quantity"":5},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.5""},""quantity"":3}]",Online,2014-12-14T05:03:43.574Z,San Diego
5bd761dcae323e45a93cd04e,true,50,pecsobfan@win.net,M,5,"[{""name"":""printer paper"",""tags"":[""office"",""stationary""],""price"":{""$numberDecimal"":""18.66""},""quantity"":5},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1424.47""},""quantity"":1},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""16.86""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""8.49""},""quantity"":4},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""11.09""},""quantity"":6},{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""28.98""},""quantity"":10},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""132.13""},""quantity"":2},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""22.8""},""quantity"":8},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""62.22""},""quantity"":3}]",In store,2015-08-30T07:37:03.111Z,London
5bd761dcae323e45a93cd04f,false,45,ewha@oc.ki,M,5,"[{""name"":""binder"",""tags"":[""school"",""general"",""organization""],""price"":{""$numberDecimal"":""11.89""},""quantity"":7}]",In store,2013-01-12T15:13:06.977Z,Seattle
5bd761dcae323e45a93cd050,true,39,iva@odzeof.kn,M,4,"[{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""13.38""},""quantity"":10},{""name"":""laptop"",""tags"":[""electronics"",""school"",""office""],""price"":{""$numberDecimal"":""1528.04""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""33.62""},""quantity"":1},{""name"":""backpack"",""tags"":[""school"",""travel"",""kids""],""price"":{""$numberDecimal"":""100.86""},""quantity"":4},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""46.81""},""quantity"":3},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""36.02""},""quantity"":1}]",Online,2016-03-22T12:23:49.489Z,Austin
5bd761dcae323e45a93cd051,false,55,gem@dibihu.sv,F,4,"[{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""31.79""},""quantity"":4},{""name"":""pens"",""tags"":[""writing"",""office"",""school"",""stationary""],""price"":{""$numberDecimal"":""41.95""},""quantity"":1},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""15.32""},""quantity"":7},{""name"":""notepad"",""tags"":[""office"",""writing"",""school""],""price"":{""$numberDecimal"":""28.07""},""quantity"":5},{""name"":""envelopes"",""tags"":[""stationary"",""office"",""general""],""price"":{""$numberDecimal"":""5.65""},""quantity"":7}]",Online,2014-04-20T02:52:42.398Z,London
